REGION,TECHNOLOGY,FUEL,YEAR,VALUE
"Region1","IND_CHEM_NGS_001","IND_CHEM",2021,259.910718
"Region1","IND_CHEM_NGS_001","IND_CHEM",2022,273.7111311
"Region1","IND_CHEM_NGS_001","IND_CHEM",2023,288.2443013
"Region1","IND_CHEM_NGS_001","IND_CHEM",2024,303.5491354
"Region1","IND_CHEM_NGS_001","IND_CHEM",2025,319.6666065
"Region1","IND_CHEM_NGS_001","IND_CHEM",2026,336.6398628
"Region1","IND_CHEM_NGS_001","IND_CHEM",2027,354.5143437
"Region1","IND_CHEM_NGS_001","IND_CHEM",2028,373.3379014
"Region1","IND_CHEM_NGS_001","IND_CHEM",2029,393.1609288
"Region1","IND_CHEM_NGS_001","IND_CHEM",2030,414.0364944
"Region1","IND_CHEM_NGS_001","IND_CHEM",2031,436.0204845
"Region1","IND_CHEM_NGS_001","IND_CHEM",2032,459.171753
"Region1","IND_CHEM_NGS_001","IND_CHEM",2033,483.5522785
"Region1","IND_CHEM_NGS_001","IND_CHEM",2034,509.2273305
"Region1","IND_CHEM_NGS_001","IND_CHEM",2035,536.2656442
"Region1","IND_CMNT_COA_001","IND_CMNT",2018,474.91271023
"Region1","IND_CMNT_COA_001","IND_CMNT",2019,494.52373679
"Region1","IND_CMNT_COA_001","IND_CMNT",2020,514.8435004
"Region1","IND_CMNT_COA_001","IND_CMNT",2021,535.899031438
"Region1","IND_CMNT_COA_001","IND_CMNT",2022,557.718391117
"Region1","IND_CMNT_COA_001","IND_CMNT",2023,580.330711076
"Region1","IND_CMNT_COA_001","IND_CMNT",2024,603.766233834999
"Region1","IND_CMNT_COA_001","IND_CMNT",2025,628.056355474
"Region1","IND_CMNT_COA_001","IND_CMNT",2026,653.233669273
"Region1","IND_CMNT_COA_001","IND_CMNT",2027,679.332011783
"Region1","IND_CMNT_COA_001","IND_CMNT",2028,706.386510102
"Region1","IND_CMNT_COA_001","IND_CMNT",2029,734.433630590998
"Region1","IND_CMNT_COA_001","IND_CMNT",2030,763.511230959998
"Region1","IND_CMNT_COA_001","IND_CMNT",2031,792.63066261
"Region1","IND_CMNT_COA_001","IND_CMNT",2032,822.86067663
"Region1","IND_CMNT_COA_001","IND_CMNT",2033,854.24362722
"Region1","IND_CMNT_COA_001","IND_CMNT",2034,886.82348692
"Region1","IND_CMNT_COA_001","IND_CMNT",2035,920.64590532
"Region1","IND_CMNT_DSL_001","IND_CMNT",2018,12.33539507
"Region1","IND_CMNT_DSL_001","IND_CMNT",2019,11.30744548
"Region1","IND_CMNT_DSL_001","IND_CMNT",2020,10.27949589
"Region1","IND_CMNT_DSL_001","IND_CMNT",2021,9.251546302
"Region1","IND_CMNT_DSL_001","IND_CMNT",2022,8.223596713
"Region1","IND_CMNT_DSL_001","IND_CMNT",2023,7.195647124
"Region1","IND_CMNT_DSL_001","IND_CMNT",2024,6.167697535
"Region1","IND_CMNT_DSL_001","IND_CMNT",2025,5.139747946
"Region1","IND_CMNT_DSL_001","IND_CMNT",2026,4.111798357
"Region1","IND_CMNT_DSL_001","IND_CMNT",2027,3.083848767
"Region1","IND_CMNT_DSL_001","IND_CMNT",2028,2.055899178
"Region1","IND_CMNT_DSL_001","IND_CMNT",2029,1.027949589
"Region1","IND_CMNT_ELC_001","IND_CMNT",2018,19.0753532
"Region1","IND_CMNT_ELC_001","IND_CMNT",2019,19.80286503
"Region1","IND_CMNT_ELC_001","IND_CMNT",2020,20.55812331
"Region1","IND_CMNT_ELC_001","IND_CMNT",2021,21.34218626
"Region1","IND_CMNT_ELC_001","IND_CMNT",2022,22.15615247
"Region1","IND_CMNT_ELC_001","IND_CMNT",2023,23.0011624
"Region1","IND_CMNT_ELC_001","IND_CMNT",2024,23.87840003
"Region1","IND_CMNT_ELC_001","IND_CMNT",2025,24.78909448
