REGION,TIMESLICE,TECHNOLOGY,MODE_OF_OPERATION,FUEL,YEAR,VALUE
"Region1","S1D1B1","IND_CHEM_NGS_001",1,"IND_CHEM",2022,476.829441995699
"Region1","S1D1B1","IND_CHEM_NGS_001",1,"IND_CHEM",2023,545.026317899722
"Region1","S1D1B1","IND_CHEM_NGS_001",1,"IND_CHEM",2024,574.142491772272
"Region1","S1D1B1","IND_CHEM_NGS_001",1,"IND_CHEM",2025,172.121056199867
"Region1","S1D1B1","IND_CHEM_NGS_001",1,"IND_CHEM",2026,574.142491772272
"Region1","S1D1B1","IND_CHEM_NGS_001",1,"IND_CHEM",2027,306.163184747525
"Region1","S1D1B1","IND_CHEM_NGS_001",1,"IND_CHEM",2028,584.864128659022
"Region1","S1D1B1","IND_CHEM_NGS_001",1,"IND_CHEM",2030,974.157394140791
"Region1","S1D1B1","IND_CHEM_NGS_001",1,"IND_CHEM",2034,1088.38614362588
"Region1","S1D1B1","IND_CHEM_NGS_001",1,"IND_CHEM",2035,1144.46482457502
"Region1","S1D1B1","IND_CMNT_COA_001",1,"IND_CMNT",2018,474.960206250625
"Region1","S1D1B1","IND_CMNT_COA_001",1,"IND_CMNT",2019,494.573194109411
"Region1","S1D1B1","IND_CMNT_COA_001",1,"IND_CMNT",2020,473.298884725758
"Region1","S1D1B1","IND_CMNT_COA_001",1,"IND_CMNT",2021,589.195431336622
"Region1","S1D1B1","IND_CMNT_COA_001",1,"IND_CMNT",2022,590.470336264949
"Region1","S1D1B1","IND_CMNT_COA_001",1,"IND_CMNT",2023,606.306931724207
"Region1","S1D1B1","IND_CMNT_COA_001",1,"IND_CMNT",2024,667.207492823947
"Region1","S1D1B1","IND_CMNT_COA_001",1,"IND_CMNT",2025,718.633859169223
"Region1","S1D1B1","IND_CMNT_COA_001",1,"IND_CMNT",2027,117.248060103991
"Region1","S1D1B1","IND_CMNT_COA_001",1,"IND_CMNT",2028,994.844740916082
"Region1","S1D1B1","IND_CMNT_COA_001",1,"IND_CMNT",2029,994.844740916081
"Region1","S1D1B1","IND_CMNT_COA_001",1,"IND_CMNT",2030,1182.99328590986
"Region1","S1D1B1","IND_CMNT_COA_001",1,"IND_CMNT",2031,1413.1758632326
"Region1","S1D1B1","IND_CMNT_COA_001",1,"IND_CMNT",2034,504.999524014454
"Region1","S1D1B1","IND_CMNT_COA_001",1,"IND_CMNT",2035,205.033519013417
"Region1","S1D1B1","IND_CMNT_DSL_001",1,"IND_CMNT",2018,14.0552460907396
"Region1","S1D1B1","IND_CMNT_DSL_001",1,"IND_CMNT",2019,14.0552460907396
"Region1","S1D1B1","IND_CMNT_DSL_001",1,"IND_CMNT",2021,19.6340116765705
"Region1","S1D1B1","IND_CMNT_DSL_001",1,"IND_CMNT",2022,19.8781646434614
"Region1","S1D1B1","IND_CMNT_DSL_001",1,"IND_CMNT",2025,18.153169730951
"Region1","S1D1B1","IND_CMNT_DSL_001",1,"IND_CMNT",2028,14.9086234807832
"Region1","S1D1B1","IND_CMNT_DSL_001",1,"IND_CMNT",2029,7.45431174039159
